Region,State,County Names,Year,Year_Month,count
Southwest,Texas,Tarrant County,2018,2018-10,1
Southwest,Texas,Tarrant County,2020,2020-05,1
Southwest,Texas,Tarrant County,2020,2020-10,1
Southwest,Texas,Tarrant County,2020,2020-11,1
Southwest,Texas,Tarrant County,2021,2021-04,1
Southwest,Texas,Tarrant County,2021,2021-07,1
Southwest,Texas,Tarrant County,2021,2021-10,1
Southwest,Texas,Tarrant County,2022,2022-03,1
Southwest,Texas,Tarrant County,2022,2022-07,2
Southwest,Texas,Tarrant County,2022,2022-10,1
Southwest,Texas,Tarrant County,2022,2022-11,1
Southwest,Texas,Tarrant County,2023,2023-06,1
Southwest,Texas,Tarrant County,2023,2023-07,2
Southwest,Texas,Tarrant County,2023,2023-12,1
Southwest,Texas,Tarrant County,2024,2024-05,1
Southwest,Texas,Tarrant County,2024,2024-07,2
Southwest,Texas,Texas,2019,2019-02,1
Southwest,Texas,Texas,2021,2021-08,1
Southwest,Texas,Texas,2022,2022-05,1
Southwest,Texas,Texas,2023,2023-04,1
Southwest,Texas,Texas,2023,2023-06,1
Southwest,Texas,Texas,2024,2024-07,1
Southwest,Texas,Tom Green County,2019,2019-11,1
Southwest,Texas,Travis County,2019,2019-06,1
Southwest,Texas,Travis County,2020,2020-06,1
Southwest,Texas,Travis County,2021,2021-03,1
Southwest,Texas,Travis County,2021,2021-06,1
Southwest,Texas,Travis County,2021,2021-09,1
Southwest,Texas,Travis County,2022,2022-03,1
Southwest,Texas,Travis County,2023,2023-01,1
Southwest,Texas,Travis County,2023,2023-12,1
Southwest,Texas,Victoria County,2021,2021-11,1
Southwest,Texas,Walker County,2023,2023-02,1
Southwest,Texas,Waller County,2022,2022-05,1
Southwest,Texas,Waller County,2022,2022-09,1
Southwest,Texas,Waller County,2023,2023-11,1
Southwest,Texas,Webb County,2023,2023-03,1
Southwest,Texas,Webb County,2023,2023-09,1
Southwest,Texas,Wichita County,2021,2021-08,1
Southwest,Texas,Williamson County,2024,2024-06,1
Southwest,Utah,2320 South,2018,2018-03,1
Southwest,Utah,421,2023,2023-01,1
Southwest,Utah,4465,2024,2024-05,1
Southwest,Utah,Salt Lake County,2021,2021-06,1
Southwest,Utah,Tooele County,2020,2020-01,1
Southwest,Utah,Utah County,2023,2023-08,1
