Region,State,County Names,Year,Year_Month,count
Midwest,Illinois,412,2021,2021-12,1
Midwest,Illinois,Aurora Township,2018,2018-06,1
Midwest,Illinois,Aurora Township,2019,2019-02,1
Midwest,Illinois,Bloom Township,2018,2018-05,1
Midwest,Illinois,Bloom Township,2023,2023-07,1
Midwest,Illinois,Bremen Township,2020,2020-06,1
Midwest,Illinois,Bremen Township,2024,2024-01,1
Midwest,Illinois,Bremen Township,2024,2024-04,1
Midwest,Illinois,Calumet Township,2021,2021-09,1
Midwest,Illinois,Cass County,2023,2023-12,1
Midwest,Illinois,Champaign County,2018,2018-03,1
Midwest,Illinois,Champaign County,2020,2020-08,1
Midwest,Illinois,Champaign County,2021,2021-07,2
Midwest,Illinois,Champaign County,2021,2021-08,1
Midwest,Illinois,Champaign County,2023,2023-06,1
Midwest,Illinois,Champaign County,2024,2024-07,1
Midwest,Illinois,Chicago,2022,2022-11,1
Midwest,Illinois,Cook County,2018,2018-01,1
Midwest,Illinois,Cook County,2018,2018-05,1
Midwest,Illinois,Cook County,2018,2018-06,7
Midwest,Illinois,Cook County,2018,2018-07,5
Midwest,Illinois,Cook County,2018,2018-08,8
Midwest,Illinois,Cook County,2018,2018-09,2
Midwest,Illinois,Cook County,2018,2018-10,3
Midwest,Illinois,Cook County,2019,2019-01,1
Midwest,Illinois,Cook County,2019,2019-02,1
Midwest,Illinois,Cook County,2019,2019-03,2
Midwest,Illinois,Cook County,2019,2019-04,1
Midwest,Illinois,Cook County,2019,2019-05,1
Midwest,Illinois,Cook County,2019,2019-06,6
Midwest,Illinois,Cook County,2019,2019-07,10
Midwest,Illinois,Cook County,2019,2019-08,6
Midwest,Illinois,Cook County,2019,2019-09,4
Midwest,Illinois,Cook County,2019,2019-10,1
Midwest,Illinois,Cook County,2019,2019-12,1
Midwest,Illinois,Cook County,2020,2020-01,1
Midwest,Illinois,Cook County,2020,2020-02,2
Midwest,Illinois,Cook County,2020,2020-03,1
Midwest,Illinois,Cook County,2020,2020-04,1
Midwest,Illinois,Cook County,2020,2020-05,3
Midwest,Illinois,Cook County,2020,2020-06,11
Midwest,Illinois,Cook County,2020,2020-07,13
Midwest,Illinois,Cook County,2020,2020-08,5
Midwest,Illinois,Cook County,2020,2020-09,7
Midwest,Illinois,Cook County,2020,2020-10,3
Midwest,Illinois,Cook County,2020,2020-11,4
Midwest,Illinois,Cook County,2020,2020-12,2
Midwest,Illinois,Cook County,2021,2021-03,5
Midwest,Illinois,Cook County,2021,2021-04,2
Midwest,Illinois,Cook County,2021,2021-05,6
Midwest,Illinois,Cook County,2021,2021-06,12
Midwest,Illinois,Cook County,2021,2021-07,13
Midwest,Illinois,Cook County,2021,2021-08,10
Midwest,Illinois,Cook County,2021,2021-09,8
Midwest,Illinois,Cook County,2021,2021-10,3
Midwest,Illinois,Cook County,2021,2021-11,2
Midwest,Illinois,Cook County,2022,2022-01,1
Midwest,Illinois,Cook County,2022,2022-03,3
Midwest,Illinois,Cook County,2022,2022-04,2
Midwest,Illinois,Cook County,2022,2022-05,6
Midwest,Illinois,Cook County,2022,2022-06,5
Midwest,Illinois,Cook County,2022,2022-07,9
Midwest,Illinois,Cook County,2022,2022-08,6
Midwest,Illinois,Cook County,2022,2022-09,3
Midwest,Illinois,Cook County,2022,2022-10,3
Midwest,Illinois,Cook County,2022,2022-11,4
Midwest,Illinois,Cook County,2022,2022-12,2
Midwest,Illinois,Cook County,2023,2023-01,2
Midwest,Illinois,Cook County,2023,2023-02,1
Midwest,Illinois,Cook County,2023,2023-03,1
Midwest,Illinois,Cook County,2023,2023-05,4
Midwest,Illinois,Cook County,2023,2023-06,7
Midwest,Illinois,Cook County,2023,2023-07,5
Midwest,Illinois,Cook County,2023,2023-08,5
Midwest,Illinois,Cook County,2023,2023-09,2
Midwest,Illinois,Cook County,2023,2023-10,6
Midwest,Illinois,Cook County,2023,2023-11,2
Midwest,Illinois,Cook County,2024,2024-02,3
Midwest,Illinois,Cook County,2024,2024-03,2
Midwest,Illinois,Cook County,2024,2024-04,1
Midwest,Illinois,Cook County,2024,2024-05,3
Midwest,Illinois,Cook County,2024,2024-06,4
Midwest,Illinois,Cook County,2024,2024-07,5
Midwest,Illinois,Cook County,2024,2024-08,4
Midwest,Illinois,Cook County,2024,2024-09,1
Midwest,Illinois,Country Grove (South),2024,2024-05,1
Midwest,Illinois,DuPage County,2021,2021-02,1
Midwest,Illinois,DuPage County,2023,2023-06,1
Midwest,Illinois,Elgin Township,2018,2018-09,1
Midwest,Illinois,Elgin Township,2022,2022-04,1
Midwest,Illinois,Evanston Township,2021,2021-01,1
Midwest,Illinois,Evanston Township,2021,2021-11,1
Midwest,Illinois,Harlem Township,2023,2023-02,1
Midwest,Illinois,Harvester,2021,2021-06,1
Midwest,Illinois,Illinois,2020,2020-05,1
Midwest,Illinois,Illinois,2020,2020-08,1
Midwest,Illinois,Illinois,2021,2021-01,1
Midwest,Illinois,Jackson County,2019,2019-04,1
Midwest,Illinois,Jackson County,2021,2021-08,1
Midwest,Illinois,Kane County,2019,2019-12,1
Midwest,Illinois,Kendall Township,2022,2022-09,1
Midwest,Illinois,Knox County,2021,2021-01,1
Midwest,Illinois,Lake Cook Road,2022,2022-07,1
Midwest,Illinois,Lake County,2020,2020-08,1
Midwest,Illinois,Lake County,2022,2022-12,1
Midwest,Illinois,Leyden Township,2021,2021-03,1
Midwest,Illinois,Leyden Township,2021,2021-12,1
Midwest,Illinois,Macon County,2020,2020-05,1
Midwest,Illinois,Macon County,2021,2021-10,1
Midwest,Illinois,Macon County,2022,2022-07,1
Midwest,Illinois,McDonough County,2023,2023-03,1
Midwest,Illinois,McHenry County,2023,2023-08,1
Midwest,Illinois,McLean County,2018,2018-06,2
Midwest,Illinois,McLean County,2021,2021-08,1
Midwest,Illinois,Peoria County,2020,2020-06,1
Midwest,Illinois,Peoria County,2020,2020-07,1
Midwest,Illinois,Peoria County,2021,2021-07,1
Midwest,Illinois,Peoria County,2022,2022-01,1
Midwest,Illinois,Peoria County,2023,2023-05,1
Midwest,Illinois,Peoria County,2023,2023-08,1
Midwest,Illinois,Proviso Township,2024,2024-01,1
Midwest,Illinois,Proviso Township,2024,2024-09,1
Midwest,Illinois,Rich Township,2021,2021-10,1
Midwest,Illinois,Rockford Township,2018,2018-03,1
Midwest,Illinois,Rockford Township,2020,2020-03,1
Midwest,Illinois,Rockford Township,2020,2020-05,1
Midwest,Illinois,Rockford Township,2020,2020-08,2
Midwest,Illinois,Rockford Township,2020,2020-12,1
Midwest,Illinois,Rockford Township,2021,2021-10,1
Midwest,Illinois,Rockford Township,2022,2022-07,1
Midwest,Illinois,Rockford Township,2023,2023-01,1
Midwest,Illinois,Rockford Township,2023,2023-08,1
Midwest,Illinois,Round Lake Park,2019,2019-09,1
Midwest,Illinois,Saint Clair County,2021,2021-09,1
Midwest,Illinois,Saint Clair County,2021,2021-11,1
Midwest,Illinois,Saint Clair County,2022,2022-10,1
Midwest,Illinois,Saint Clair County,2023,2023-07,1
Midwest,Illinois,Saint Clair County,2023,2023-08,1
Midwest,Illinois,Sangamon County,2021,2021-02,1
Midwest,Illinois,Stephenson County,2020,2020-07,1
Midwest,Illinois,Stephenson County,2023,2023-09,1
Midwest,Illinois,Thornton Township,2018,2018-03,1
Midwest,Illinois,Thornton Township,2020,2020-03,1
Midwest,Illinois,Vermilion County,2019,2019-12,1
Midwest,Illinois,Vermilion County,2021,2021-07,1
Midwest,Illinois,Vermilion County,2021,2021-09,1
Midwest,Illinois,Wheeling Township,2022,2022-07,1
Midwest,Illinois,Will County,2019,2019-12,1
Midwest,Illinois,Will County,2021,2021-10,1
Midwest,Illinois,Will County,2022,2022-02,2
Midwest,Illinois,Will County,2022,2022-07,1
Midwest,Illinois,Will County,2023,2023-03,1
Midwest,Illinois,Will County,2023,2023-09,1
Midwest,Illinois,Will County,2024,2024-01,1
Midwest,Illinois,Winnebago County,2019,2019-07,1
Midwest,Indiana,5835,2018,2018-06,1
Midwest,Indiana,Allen County,2018,2018-11,1
Midwest,Indiana,Allen County,2020,2020-04,1
Midwest,Indiana,Allen County,2021,2021-05,1
Midwest,Indiana,Allen County,2023,2023-04,1
Midwest,Indiana,Allen County,2024,2024-05,1
Midwest,Indiana,Bartholomew County,2023,2023-05,1
Midwest,Indiana,Broadway,2018,2018-06,1
Midwest,Indiana,Broadway,2022,2022-06,1
Midwest,Indiana,Broadway,2022,2022-07,1
Midwest,Indiana,Broadway,2023,2023-07,1
Midwest,Indiana,Delaware County,2019,2019-05,1
Midwest,Indiana,Delaware County,2023,2023-07,1
Midwest,Indiana,Elkhart County,2022,2022-05,1
Midwest,Indiana,Hendricks County,2022,2022-09,1
Midwest,Indiana,Johnson County,2022,2022-07,1
Midwest,Indiana,LaPorte County,2023,2023-07,1
Midwest,Indiana,Lake County,2019,2019-09,1
Midwest,Indiana,Madison County,2018,2018-05,1
Midwest,Indiana,Madison County,2023,2023-05,1
Midwest,Indiana,Madison County,2024,2024-07,1
Midwest,Indiana,Marion County,2018,2018-01,1
Midwest,Indiana,Marion County,2019,2019-01,1
Midwest,Indiana,Marion County,2019,2019-04,1
Midwest,Indiana,Marion County,2019,2019-05,2
Midwest,Indiana,Marion County,2019,2019-09,1
Midwest,Indiana,Marion County,2020,2020-02,1
Midwest,Indiana,Marion County,2020,2020-04,1
Midwest,Indiana,Marion County,2020,2020-09,1
Midwest,Indiana,Marion County,2020,2020-10,1
Midwest,Indiana,Marion County,2020,2020-12,1
Midwest,Indiana,Marion County,2021,2021-01,1
Midwest,Indiana,Marion County,2021,2021-02,1
Midwest,Indiana,Marion County,2021,2021-03,2
Midwest,Indiana,Marion County,2021,2021-04,1
Midwest,Indiana,Marion County,2021,2021-06,1
Midwest,Indiana,Marion County,2021,2021-07,2
Midwest,Indiana,Marion County,2021,2021-08,2
Midwest,Indiana,Marion County,2022,2022-04,1
Midwest,Indiana,Marion County,2022,2022-05,1
Midwest,Indiana,Marion County,2022,2022-06,1
Midwest,Indiana,Marion County,2022,2022-07,3
Midwest,Indiana,Marion County,2023,2023-02,1
Midwest,Indiana,Marion County,2023,2023-05,1
Midwest,Indiana,Marion County,2023,2023-06,2
Midwest,Indiana,Marion County,2023,2023-07,1
Midwest,Indiana,Marion County,2023,2023-09,1
Midwest,Indiana,Marion County,2023,2023-10,1
Midwest,Indiana,Marion County,2023,2023-11,1
Midwest,Indiana,Marion County,2024,2024-02,1
Midwest,Indiana,Marion County,2024,2024-03,3
Midwest,Indiana,Marion County,2024,2024-07,1
Midwest,Indiana,North Township,2021,2021-02,1
Midwest,Indiana,North Township,2022,2022-09,1
Midwest,Indiana,Saint Joseph County,2018,2018-03,1
Midwest,Indiana,Saint Joseph County,2019,2019-06,1
Midwest,Indiana,Saint Joseph County,2021,2021-06,1
Midwest,Indiana,Saint Joseph County,2022,2022-01,1
Midwest,Indiana,Saint Joseph County,2022,2022-07,1
Midwest,Indiana,Saint Joseph County,2023,2023-09,1
Midwest,Indiana,Saint Joseph County,2024,2024-06,1
Midwest,Indiana,Saint Joseph County,2024,2024-07,1
Midwest,Indiana,Tippecanoe County,2022,2022-04,1
Midwest,Indiana,Vanderburgh County,2019,2019-02,1
Midwest,Indiana,Vanderburgh County,2019,2019-10,1
Midwest,Indiana,Vanderburgh County,2020,2020-11,1
Midwest,Indiana,Vanderburgh County,2021,2021-05,1
Midwest,Iowa,Black Hawk County,2020,2020-09,1
Midwest,Iowa,Dallas County,2024,2024-01,1
Midwest,Iowa,Dubuque County,2023,2023-07,1
Midwest,Iowa,Johnson County,2019,2019-12,1
Midwest,Iowa,Linn County,2019,2019-05,1
Midwest,Iowa,Linn County,2021,2021-10,1
Midwest,Iowa,Linn County,2022,2022-04,1
Midwest,Iowa,Polk County,2019,2019-06,1
Midwest,Iowa,Polk County,2021,2021-11,1
Midwest,Iowa,Polk County,2022,2022-02,1
Midwest,Iowa,Scott County,2020,2020-06,1
Midwest,Iowa,Scott County,2020,2020-07,1
Midwest,Iowa,Scott County,2021,2021-07,1
Midwest,Iowa,Webster County,2020,2020-06,1
Midwest,Iowa,Woodbury County,2021,2021-01,1
Midwest,Iowa,Woodbury County,2021,2021-10,1
Midwest,Kansas,Barton County,2019,2019-09,1
Midwest,Kansas,Ford County,2023,2023-10,1
Midwest,Kansas,Kansas,2022,2022-05,1
Midwest,Kansas,Riley County,2020,2020-11,1
Midwest,Kansas,Sedgwick County,2018,2018-06,1
Midwest,Kansas,Sedgwick County,2019,2019-04,1
Midwest,Kansas,Sedgwick County,2019,2019-07,1
Midwest,Kansas,Sedgwick County,2020,2020-06,1
Midwest,Kansas,Sedgwick County,2021,2021-04,1
Midwest,Kansas,Sedgwick County,2021,2021-09,1
Midwest,Kansas,Sedgwick County,2022,2022-12,1
Midwest,Kansas,Sedgwick County,2023,2023-07,1
Midwest,Kansas,Sedgwick County,2024,2024-07,2
Midwest,Kansas,Wyandotte County,2018,2018-02,1
Midwest,Kansas,Wyandotte County,2019,2019-10,1
Midwest,Kansas,Wyandotte County,2022,2022-10,1
Midwest,Michigan,Allendale Charter Township,2021,2021-04,1
Midwest,Michigan,Allendale Charter Township,2022,2022-09,1
Midwest,Michigan,Berrien County,2022,2022-05,1
Midwest,Michigan,Berrien County,2022,2022-09,1
Midwest,Michigan,Genesee County,2018,2018-04,1
Midwest,Michigan,Genesee County,2019,2019-07,1
Midwest,Michigan,Genesee County,2020,2020-05,1
Midwest,Michigan,Genesee County,2020,2020-07,2
Midwest,Michigan,Genesee County,2021,2021-01,1
Midwest,Michigan,Genesee County,2021,2021-08,2
Midwest,Michigan,Genesee County,2023,2023-07,1
Midwest,Michigan,Ingham County,2018,2018-07,1
Midwest,Michigan,Ingham County,2019,2019-10,1
Midwest,Michigan,Ingham County,2020,2020-07,1
Midwest,Michigan,Ingham County,2021,2021-05,1
Midwest,Michigan,Ingham County,2021,2021-06,1
Midwest,Michigan,Ingham County,2021,2021-12,1
Midwest,Michigan,Ingham County,2022,2022-03,1
Midwest,Michigan,Ingham County,2023,2023-02,1
Midwest,Michigan,Ingham County,2023,2023-07,3
Midwest,Michigan,Ingham County,2024,2024-05,1
Midwest,Michigan,Kalamazoo County,2019,2019-12,1
Midwest,Michigan,Kalamazoo County,2021,2021-10,1
Midwest,Michigan,Kalamazoo County,2022,2022-07,1
Midwest,Michigan,Kent County,2020,2020-09,1
Midwest,Michigan,Kent County,2021,2021-08,1
Midwest,Michigan,Kent County,2022,2022-06,2
Midwest,Michigan,Kent County,2022,2022-07,1
Midwest,Michigan,Kent County,2022,2022-09,1
Midwest,Michigan,Kent County,2023,2023-08,1
Midwest,Michigan,Macomb County,2019,2019-10,1
Midwest,Michigan,Macomb County,2020,2020-07,1
Midwest,Michigan,Macomb County,2022,2022-06,1
Midwest,Michigan,Macomb County,2024,2024-04,1
Midwest,Michigan,Mecosta Township,2022,2022-05,1
Midwest,Michigan,Michigan,2018,2018-03,1
Midwest,Michigan,Michigan,2018,2018-04,1
Midwest,Michigan,Michigan,2019,2019-06,1
Midwest,Michigan,Michigan,2020,2020-03,1
Midwest,Michigan,Michigan,2020,2020-04,1
Midwest,Michigan,Michigan,2020,2020-06,1
Midwest,Michigan,Michigan,2021,2021-05,1
Midwest,Michigan,Michigan,2021,2021-07,1
Midwest,Michigan,Michigan,2022,2022-06,1
Midwest,Michigan,Michigan,2023,2023-06,1
Midwest,Michigan,Oakland County,2020,2020-08,1
Midwest,Michigan,Oakland County,2023,2023-06,1
Midwest,Michigan,Oakland County,2024,2024-06,2
Midwest,Michigan,Oakland County,2024,2024-07,1
Midwest,Michigan,Oxford Charter Township,2021,2021-11,1
Midwest,Michigan,Surrey Township,2021,2021-10,1
Midwest,Michigan,Washtenaw County,2023,2023-06,1
Midwest,Michigan,Wayne County,2018,2018-02,2
Midwest,Michigan,Wayne County,2018,2018-08,1
Midwest,Michigan,Wayne County,2018,2018-10,1
Midwest,Michigan,Wayne County,2019,2019-05,1
Midwest,Michigan,Wayne County,2019,2019-10,1
Midwest,Michigan,Wayne County,2019,2019-11,2
Midwest,Michigan,Wayne County,2020,2020-04,1
Midwest,Michigan,Wayne County,2020,2020-06,1
Midwest,Michigan,Wayne County,2020,2020-07,5
Midwest,Michigan,Wayne County,2020,2020-08,2
Midwest,Michigan,Wayne County,2020,2020-09,1
Midwest,Michigan,Wayne County,2020,2020-10,1
Midwest,Michigan,Wayne County,2021,2021-03,1
Midwest,Michigan,Wayne County,2021,2021-04,3
Midwest,Michigan,Wayne County,2021,2021-05,2
Midwest,Michigan,Wayne County,2021,2021-06,1
Midwest,Michigan,Wayne County,2021,2021-07,2
Midwest,Michigan,Wayne County,2021,2021-08,1
Midwest,Michigan,Wayne County,2021,2021-09,1
Midwest,Michigan,Wayne County,2021,2021-12,1
Midwest,Michigan,Wayne County,2022,2022-05,1
Midwest,Michigan,Wayne County,2022,2022-06,3
Midwest,Michigan,Wayne County,2022,2022-07,3
Midwest,Michigan,Wayne County,2022,2022-08,3
Midwest,Michigan,Wayne County,2022,2022-09,1
Midwest,Michigan,Wayne County,2022,2022-12,1
Midwest,Michigan,Wayne County,2023,2023-02,1
Midwest,Michigan,Wayne County,2023,2023-04,1
Midwest,Michigan,Wayne County,2023,2023-06,1
Midwest,Michigan,Wayne County,2023,2023-08,1
Midwest,Michigan,Wayne County,2023,2023-09,1
Midwest,Michigan,Wayne County,2024,2024-03,1
Midwest,Michigan,Wayne County,2024,2024-05,2
Midwest,Michigan,Wayne County,2024,2024-06,2
Midwest,Michigan,Wayne County,2024,2024-07,1
Midwest,Minnesota,Dakota County,2024,2024-02,1
Midwest,Minnesota,Dakota County,2024,2024-08,1
Midwest,Minnesota,Hennepin County,2018,2018-05,1
Midwest,Minnesota,Hennepin County,2018,2018-09,1
Midwest,Minnesota,Hennepin County,2018,2018-11,1
Midwest,Minnesota,Hennepin County,2020,2020-06,4
Midwest,Minnesota,Hennepin County,2020,2020-08,1
Midwest,Minnesota,Hennepin County,2020,2020-09,1
Midwest,Minnesota,Hennepin County,2021,2021-05,1
Midwest,Minnesota,Hennepin County,2021,2021-06,1
Midwest,Minnesota,Hennepin County,2021,2021-08,1
Midwest,Minnesota,Hennepin County,2021,2021-09,1
Midwest,Minnesota,Hennepin County,2021,2021-10,2
Midwest,Minnesota,Hennepin County,2022,2022-03,1
Midwest,Minnesota,Hennepin County,2022,2022-06,1
Midwest,Minnesota,Hennepin County,2022,2022-07,2
Midwest,Minnesota,Hennepin County,2022,2022-09,4
Midwest,Minnesota,Hennepin County,2023,2023-01,2
Midwest,Minnesota,Hennepin County,2023,2023-03,1
Midwest,Minnesota,Hennepin County,2023,2023-08,2
Midwest,Minnesota,Hennepin County,2023,2023-09,1
Midwest,Minnesota,Hennepin County,2023,2023-10,2
Midwest,Minnesota,Hennepin County,2024,2024-02,1
Midwest,Minnesota,Hennepin County,2024,2024-05,1
Midwest,Minnesota,Hennepin County,2024,2024-07,1
Midwest,Minnesota,Hennepin County,2024,2024-08,1
Midwest,Minnesota,Martin County,2023,2023-07,1
Midwest,Minnesota,Mille Lacs County,2023,2023-10,1
Midwest,Minnesota,Ramsey County,2019,2019-06,1
Midwest,Minnesota,Ramsey County,2021,2021-05,1
Midwest,Minnesota,Ramsey County,2021,2021-09,1
Midwest,Minnesota,Ramsey County,2021,2021-10,2
Midwest,Minnesota,Ramsey County,2022,2022-02,1
Midwest,Minnesota,Ramsey County,2022,2022-09,1
Midwest,Minnesota,Ramsey County,2023,2023-02,1
Midwest,Minnesota,Ramsey County,2023,2023-10,1
Midwest,Minnesota,Saint Louis County,2022,2022-04,1
Midwest,Minnesota,Stearns County,2022,2022-07,1
Midwest,Minnesota,Twin Cities Campus,2024,2024-05,1
Midwest,Minnesota,Wright County,2021,2021-02,1
Midwest,Missouri,Adair County,2021,2021-12,1
Midwest,Missouri,Buchanan County,2020,2020-07,1
Midwest,Missouri,Buchanan County,2022,2022-10,1
Midwest,Missouri,Callaway County,2020,2020-11,1
Midwest,Missouri,Cape Girardeau County,2020,2020-01,1
Midwest,Missouri,Cape Girardeau County,2023,2023-03,1
Midwest,Missouri,Cole County,2020,2020-11,1
Midwest,Missouri,Columbia Township,2020,2020-07,1
Midwest,Missouri,Columbia Township,2021,2021-11,1
Midwest,Missouri,Columbia Township,2022,2022-01,1
Midwest,Missouri,Columbia Township,2023,2023-05,1
Midwest,Missouri,Columbia Township,2023,2023-06,1
Midwest,Missouri,Dunklin County,2021,2021-02,1
Midwest,Missouri,Greene County,2018,2018-11,1
Midwest,Missouri,Greene County,2018,2018-12,1
Midwest,Missouri,Greene County,2020,2020-03,1
Midwest,Missouri,Greene County,2022,2022-02,1
Midwest,Missouri,Greene County,2024,2024-01,1
Midwest,Missouri,Jackson County,2018,2018-08,1
Midwest,Missouri,Jackson County,2019,2019-04,1
Midwest,Missouri,Jackson County,2019,2019-08,1
Midwest,Missouri,Jackson County,2019,2019-09,1
Midwest,Missouri,Jackson County,2019,2019-11,1
Midwest,Missouri,Jackson County,2020,2020-01,1
Midwest,Missouri,Jackson County,2020,2020-02,1
Midwest,Missouri,Jackson County,2020,2020-06,1
Midwest,Missouri,Jackson County,2020,2020-09,1
Midwest,Missouri,Jackson County,2021,2021-04,1
Midwest,Missouri,Jackson County,2021,2021-07,1
Midwest,Missouri,Jackson County,2021,2021-09,1
Midwest,Missouri,Jackson County,2022,2022-07,2
Midwest,Missouri,Jackson County,2022,2022-09,2
Midwest,Missouri,Jackson County,2023,2023-04,1
Midwest,Missouri,Jackson County,2023,2023-05,1
Midwest,Missouri,Jackson County,2023,2023-06,1
Midwest,Missouri,Jackson County,2023,2023-08,1
Midwest,Missouri,Jackson County,2023,2023-10,1
Midwest,Missouri,Jackson County,2023,2023-11,1
Midwest,Missouri,Jackson County,2024,2024-01,2
Midwest,Missouri,Jackson County,2024,2024-02,2
Midwest,Missouri,Jackson County,2024,2024-05,1
Midwest,Missouri,Jackson County,2024,2024-06,1
Midwest,Missouri,Jackson County,2024,2024-08,1
Midwest,Missouri,Madrid Avenue,2024,2024-07,1
Midwest,Missouri,Mississippi County,2021,2021-09,1
Midwest,Missouri,Mississippi County,2022,2022-02,1
Midwest,Missouri,Mississippi County,2024,2024-07,1
Midwest,Missouri,Missouri,2018,2018-01,2
Midwest,Missouri,Missouri,2018,2018-04,1
Midwest,Missouri,Missouri,2018,2018-05,2
Midwest,Missouri,Missouri,2018,2018-07,1
Midwest,Missouri,Missouri,2018,2018-08,2
Midwest,Missouri,Missouri,2018,2018-10,1
Midwest,Missouri,Missouri,2018,2018-11,1
Midwest,Missouri,Missouri,2019,2019-05,4
Midwest,Missouri,Missouri,2019,2019-07,2
Midwest,Missouri,Missouri,2019,2019-08,2
Midwest,Missouri,Missouri,2019,2019-09,1
Midwest,Missouri,Missouri,2019,2019-10,2
Midwest,Missouri,Missouri,2020,2020-01,1
Midwest,Missouri,Missouri,2020,2020-03,1
Midwest,Missouri,Missouri,2020,2020-05,2
Midwest,Missouri,Missouri,2020,2020-06,2
Midwest,Missouri,Missouri,2020,2020-07,1
Midwest,Missouri,Missouri,2020,2020-08,1
Midwest,Missouri,Missouri,2020,2020-09,2
Midwest,Missouri,Missouri,2021,2021-05,2
Midwest,Missouri,Missouri,2021,2021-06,2
Midwest,Missouri,Missouri,2021,2021-09,2
Midwest,Missouri,Missouri,2021,2021-10,1
Midwest,Missouri,Missouri,2022,2022-01,1
Midwest,Missouri,Missouri,2022,2022-05,1
Midwest,Missouri,Missouri,2022,2022-08,1
Midwest,Missouri,Missouri,2022,2022-09,1
Midwest,Missouri,Missouri,2022,2022-10,1
Midwest,Missouri,Missouri,2023,2023-02,1
Midwest,Missouri,Missouri,2023,2023-05,2
Midwest,Missouri,Missouri,2023,2023-06,1
Midwest,Missouri,Missouri,2024,2024-05,2
Midwest,Missouri,Missouri,2024,2024-06,2
Midwest,Missouri,Missouri,2024,2024-07,2
Midwest,Missouri,Missouri,2024,2024-09,1
Midwest,Missouri,Oregon County,2021,2021-04,1
Midwest,Missouri,Saint Charles County,2018,2018-12,1
Midwest,Missouri,Saint Louis County,2024,2024-05,1
Midwest,Missouri,Saint Louis County,2024,2024-09,1
Midwest,Missouri,Saline County,2019,2019-10,1
Midwest,Missouri,Scott County,2020,2020-06,1
Midwest,Missouri,St. Ann,2023,2023-07,1
Midwest,Missouri,Whitney Avenue,2019,2019-07,1
Midwest,Nebraska,Douglas County,2018,2018-05,2
Midwest,Nebraska,Douglas County,2018,2018-06,1
Midwest,Nebraska,Douglas County,2019,2019-05,1
Midwest,Nebraska,Douglas County,2020,2020-07,1
Midwest,Nebraska,Douglas County,2021,2021-07,1
Midwest,Nebraska,Douglas County,2022,2022-02,1
Midwest,Nebraska,Douglas County,2022,2022-06,1
Midwest,Nebraska,Douglas County,2022,2022-11,1
Midwest,Nebraska,Douglas County,2023,2023-10,1
Midwest,Nebraska,Lancaster County,2022,2022-07,1
Midwest,Nebraska,Lancaster County,2023,2023-10,1
Midwest,Nebraska,Precinct 21,2022,2022-08,1
Midwest,Nebraska,Saline County,2024,2024-06,1
Midwest,Nebraska,Sarpy County,2020,2020-11,1
Midwest,North Dakota,Cass County,2023,2023-07,1
Midwest,Ohio,Allen County,2018,2018-07,1
Midwest,Ohio,Allen County,2018,2018-12,1
Midwest,Ohio,Clark County,2021,2021-06,1
Midwest,Ohio,Clark County,2021,2021-07,1
Midwest,Ohio,Clark County,2022,2022-05,1
Midwest,Ohio,Cleveland,2018,2018-02,1
Midwest,Ohio,Cleveland,2021,2021-05,1
Midwest,Ohio,Congress Township,2021,2021-06,1
Midwest,Ohio,Cuyahoga County,2018,2018-07,1
Midwest,Ohio,Cuyahoga County,2018,2018-08,1
Midwest,Ohio,Cuyahoga County,2018,2018-09,1
Midwest,Ohio,Cuyahoga County,2018,2018-12,1
Midwest,Ohio,Cuyahoga County,2019,2019-05,1
Midwest,Ohio,Cuyahoga County,2019,2019-06,1
Midwest,Ohio,Cuyahoga County,2019,2019-09,1
Midwest,Ohio,Cuyahoga County,2019,2019-11,1
Midwest,Ohio,Cuyahoga County,2020,2020-01,1
Midwest,Ohio,Cuyahoga County,2020,2020-03,1
Midwest,Ohio,Cuyahoga County,2020,2020-05,2
Midwest,Ohio,Cuyahoga County,2020,2020-08,1
Midwest,Ohio,Cuyahoga County,2021,2021-03,1
Midwest,Ohio,Cuyahoga County,2021,2021-06,3
Midwest,Ohio,Cuyahoga County,2021,2021-07,2
Midwest,Ohio,Cuyahoga County,2021,2021-09,1
Midwest,Ohio,Cuyahoga County,2021,2021-10,2
Midwest,Ohio,Cuyahoga County,2022,2022-03,1
Midwest,Ohio,Cuyahoga County,2022,2022-05,1
Midwest,Ohio,Cuyahoga County,2022,2022-07,1
Midwest,Ohio,Cuyahoga County,2022,2022-08,1
Midwest,Ohio,Cuyahoga County,2022,2022-09,1
Midwest,Ohio,Cuyahoga County,2022,2022-10,1
Midwest,Ohio,Cuyahoga County,2023,2023-01,1
Midwest,Ohio,Cuyahoga County,2023,2023-05,2
Midwest,Ohio,Cuyahoga County,2023,2023-06,1
Midwest,Ohio,Cuyahoga County,2023,2023-07,2
Midwest,Ohio,Cuyahoga County,2023,2023-08,1
Midwest,Ohio,Cuyahoga County,2023,2023-12,1
Midwest,Ohio,Cuyahoga County,2024,2024-03,1
Midwest,Ohio,Cuyahoga County,2024,2024-05,1
Midwest,Ohio,Cuyahoga County,2024,2024-08,2
Midwest,Ohio,Cuyahoga County,2024,2024-09,1
Midwest,Ohio,Edna Avenue,2023,2023-11,1
Midwest,Ohio,Franklin County,2019,2019-05,1
Midwest,Ohio,Franklin County,2019,2019-06,1
Midwest,Ohio,Franklin County,2019,2019-07,1
